order_id,order_purchase_timestamp,year,month,day,weekday,date_id
DoQTWpHonpef,2018-08-17 14:36:33,2018,8,17,Friday,23420
jvopFYakTkTl,2017-06-02 18:30:34,2017,6,2,Friday,23421
FjBqZPN0IMKo,2018-06-11 15:46:48,2018,6,11,Monday,23422
afWTH3X54OA9,2018-02-22 15:33:48,2018,2,22,Thursday,23423
5RE4fLaBZkcQ,2018-02-27 17:55:16,2018,2,27,Tuesday,23424
8EY2BYmioBpY,2017-03-23 21:57:33,2017,3,23,Thursday,23425
PG0BzVBNOes4,2018-03-01 12:22:06,2018,3,1,Thursday,23426
QVfhdeyXg0zJ,2017-11-30 17:38:44,2017,11,30,Thursday,23427
T8UhB07lim33,2017-08-08 20:26:31,2017,8,8,Tuesday,23428
XEIGV90wPmKe,2018-04-17 23:08:45,2018,4,17,Tuesday,23429
u5oHSFcEWaEG,2018-06-04 15:54:29,2018,6,4,Monday,23430
iqSa79CQqoZP,2017-08-14 14:38:17,2017,8,14,Monday,23431
bPWKmaa4UZRi,2017-11-07 18:27:14,2017,11,7,Tuesday,23432
DRSqix0qW6o5,2018-07-08 11:25:34,2018,7,8,Sunday,23433
jn9GdILuT7kf,2017-05-19 09:41:53,2017,5,19,Friday,23434
flmVc298XzX2,2018-08-24 12:41:33,2018,8,24,Friday,23435
loxxNJkzuHeC,2017-09-23 14:56:45,2017,9,23,Saturday,23436
W7W519vLJBkS,2018-03-06 00:58:52,2018,3,6,Tuesday,23437
VwyDQBqPvzak,2017-06-16 22:04:44,2017,6,16,Friday,23438
GQmcDAH6Peqt,2017-08-15 11:12:41,2017,8,15,Tuesday,23439
o2bTVVMAHRRL,2017-09-26 17:26:33,2017,9,26,Tuesday,23440
9OenmJlF9vK4,2018-05-16 15:02:31,2018,5,16,Wednesday,23441
HVNwhrE7szoC,2018-05-07 21:51:53,2018,5,7,Monday,23442
QKLUZodem5OB,2017-07-29 17:06:06,2017,7,29,Saturday,23443
l2BuQn59itFz,2017-07-18 09:02:16,2017,7,18,Tuesday,23444
E7TvaOt5t3jh,2018-02-23 09:35:40,2018,2,23,Friday,23445
wRNfkRfBrYYm,2018-02-10 09:25:05,2018,2,10,Saturday,23446
RJna61bvwHWT,2017-07-24 11:34:14,2017,7,24,Monday,23447
dxIKFv2cBg3W,2018-08-18 17:20:37,2018,8,18,Saturday,23448
5v6KcMRHU6RN,2017-08-20 17:58:10,2017,8,20,Sunday,23449
g6CX8rqOHgBQ,2018-01-13 19:32:45,2018,1,13,Saturday,23450
XBG9sgQR7HlT,2017-05-17 12:16:30,2017,5,17,Wednesday,23451
HO9SXw6o9pqP,2018-07-05 12:07:37,2018,7,5,Thursday,23452
r9zMcLyraYDP,2018-05-04 13:35:22,2018,5,4,Friday,23453
uzxtIIGAquJt,2017-11-21 23:10:09,2017,11,21,Tuesday,23454
Ktm7wk2g96i5,2018-03-18 19:11:55,2018,3,18,Sunday,23455
QyYzVcAGooVo,2017-07-27 23:20:35,2017,7,27,Thursday,23456
7YzZaBAP5yip,2017-06-18 22:56:48,2017,6,18,Sunday,23457
PZCLR5Gguk10,2018-05-11 09:34:26,2018,5,11,Friday,23458
vXh4GH9hzSJU,2018-06-23 10:27:01,2018,6,23,Saturday,23459
tRc3uuejElWU,2018-04-06 14:07:11,2018,4,6,Friday,23460
lrmbE5JmWvXo,2017-11-17 19:45:13,2017,11,17,Friday,23461
9FcoKCMPwLwk,2017-11-27 18:39:50,2017,11,27,Monday,23462
v3MdfU1Ai3EZ,2018-02-12 11:28:37,2018,2,12,Monday,23463
JZKrXbxovy8V,2017-10-29 20:21:52,2017,10,29,Sunday,23464
fJwPklNxD9nX,2018-07-09 19:44:51,2018,7,9,Monday,23465
KGU1ZY0Dov0v,2018-02-05 20:21:51,2018,2,5,Monday,23466
3Dm6PX0mZmv4,2018-02-13 00:03:01,2018,2,13,Tuesday,23467
suIkjTYufwiO,2017-08-25 15:54:17,2017,8,25,Friday,23468
sEebz42gJIDB,2017-08-25 10:58:26,2017,8,25,Friday,23469
HOtt1mwq6LUK,2018-06-18 08:09:15,2018,6,18,Monday,23470
sqNPeOKwDIKr,2017-11-24 22:32:37,2017,11,24,Friday,23471
2NdSNFcYsV85,2018-06-10 19:01:57,2018,6,10,Sunday,23472
bbgJdcSVDlad,2018-08-09 20:25:54,2018,8,9,Thursday,23473
puvuPJHmYtgP,2018-06-12 08:19:55,2018,6,12,Tuesday,23474
fWXZRhcZhCvZ,2018-03-08 20:06:30,2018,3,8,Thursday,23475
0OmJFGYItd9X,2018-05-08 19:18:57,2018,5,8,Tuesday,23476
3xyKAxNboYzz,2017-12-05 22:15:45,2017,12,5,Tuesday,23477
ZKYDTJbGlV6p,2017-11-22 22:49:54,2017,11,22,Wednesday,23478
TBlUum3ltRi9,2018-06-13 20:00:40,2018,6,13,Wednesday,23479
0KCZlwmnWTKp,2018-07-15 22:09:53,2018,7,15,Sunday,23480
1YN5v5SySnaI,2017-09-13 18:42:38,2017,9,13,Wednesday,23481
d2rX4DpcAMVG,2018-01-17 09:19:54,2018,1,17,Wednesday,23482
q6unrbwm6Ja7,2018-08-03 10:43:27,2018,8,3,Friday,23483
3f64sx6aqSLG,2018-08-08 09:34:24,2018,8,8,Wednesday,23484
v3MDmPdtnrhP,2018-04-26 13:50:50,2018,4,26,Thursday,23485
zlL6FjNTGFeX,2017-09-13 15:20:19,2017,9,13,Wednesday,23486
NaxCranApohr,2017-05-11 16:20:58,2017,5,11,Thursday,23487
s2dkFe9PQ2La,2017-04-24 21:38:11,2017,4,24,Monday,23488
Nrd1PCGYKhvA,2018-07-04 22:35:13,2018,7,4,Wednesday,23489
xczJKMJ3mxi9,2018-06-05 18:15:38,2018,6,5,Tuesday,23490
FqzDgY1gHr2H,2017-04-25 07:18:53,2017,4,25,Tuesday,23491
3F6sjgC7wv5w,2017-08-06 21:38:03,2017,8,6,Sunday,23492
UvqEOtHMyRtx,2018-01-01 19:33:02,2018,1,1,Monday,23493
irOtQU6SqB7E,2018-06-11 09:47:16,2018,6,11,Monday,23494
V7Gsc6dBS4TL,2017-10-12 06:57:17,2017,10,12,Thursday,23495
jeR1TLXdFqmY,2017-05-01 19:07:03,2017,5,1,Monday,23496
WJ7ugIilIBN6,2018-04-20 20:37:50,2018,4,20,Friday,23497
Wbn6gDd5VAeS,2017-10-14 10:36:31,2017,10,14,Saturday,23498
bvYDE4c8DoJh,2018-01-02 16:48:39,2018,1,2,Tuesday,23499
kUJ81xasZ65h,2018-03-31 23:16:37,2018,3,31,Saturday,23500
O3A5UR7j5ham,2017-01-22 23:08:14,2017,1,22,Sunday,23501
7T0FSzHbDWb5,2017-03-09 16:43:40,2017,3,9,Thursday,23502
3uLfcTKj1Tt5,2017-12-10 22:51:43,2017,12,10,Sunday,23503
JooLhNaQeMaV,2017-08-16 19:21:43,2017,8,16,Wednesday,23504
2GeYO7sgAgB0,2018-04-18 14:48:57,2018,4,18,Wednesday,23505
weFDWQSMn4mz,2017-10-10 22:11:36,2017,10,10,Tuesday,23506
vI4ZcMs7D9ll,2017-09-19 12:45:18,2017,9,19,Tuesday,23507
XCduLPA8s7r8,2018-05-16 07:41:56,2018,5,16,Wednesday,23508
0Cd7yGudA2eS,2018-05-23 17:39:00,2018,5,23,Wednesday,23509
JSszQ1HdmrZv,2017-10-07 17:14:13,2017,10,7,Saturday,23510
zdDDEFMUzj32,2018-01-02 16:17:43,2018,1,2,Tuesday,23511
7B22p4kTX8vi,2017-09-14 11:19:55,2017,9,14,Thursday,23512
UNokWZjssjGp,2018-02-22 12:32:51,2018,2,22,Thursday,23513
O3ypAHjM5juB,2018-05-27 18:26:29,2018,5,27,Sunday,23514
g1ocl3afiGv2,2018-08-06 16:59:58,2018,8,6,Monday,23515
TLtmPo23OuvG,2017-10-01 11:46:49,2017,10,1,Sunday,23516
yrbv1lkQhi29,2018-05-11 18:40:54,2018,5,11,Friday,23517
seaXgIftMWIN,2018-08-12 10:39:58,2018,8,12,Sunday,23518
sFEPoufeSIT5,2017-03-18 21:58:38,2017,3,18,Saturday,23519
Kz6y2nhxg5VD,2017-09-12 11:15:53,2017,9,12,Tuesday,23520
CAlMG8Cz0AA5,2018-01-30 17:52:28,2018,1,30,Tuesday,23521
3U0zCgu5ixpC,2018-05-13 14:04:46,2018,5,13,Sunday,23522
By7dQqfK3FmS,2018-07-02 18:50:01,2018,7,2,Monday,23523
En0e6AbCTAQ8,2017-02-22 20:39:31,2017,2,22,Wednesday,23524
c7obTOHvlaow,2017-11-23 20:30:52,2017,11,23,Thursday,23525
CcDZWkqf9JCV,2018-03-05 10:10:02,2018,3,5,Monday,23526
mRVfGwjMfeKP,2017-09-16 10:33:11,2017,9,16,Saturday,23527
2KaM4PIJvfrt,2017-11-03 08:37:03,2017,11,3,Friday,23528
O040r115MgxK,2017-06-12 16:10:33,2017,6,12,Monday,23529
2XDFST86dB5k,2018-02-01 19:40:03,2018,2,1,Thursday,23530
zAboAgVfrTXt,2018-02-05 16:12:30,2018,2,5,Monday,23531
Mkvb5uNiB9e9,2018-06-18 23:29:27,2018,6,18,Monday,23532
1EnEQ1rQ2nji,2017-09-25 11:22:41,2017,9,25,Monday,23533
qwUBNEj1VEdq,2017-04-11 09:24:49,2017,4,11,Tuesday,23534
xhbKqQTq6mxh,2018-08-02 20:27:24,2018,8,2,Thursday,23535
MeQmkMfXTo5I,2018-07-03 16:23:42,2018,7,3,Tuesday,23536
8U9BXXdOiTax,2018-03-21 14:58:45,2018,3,21,Wednesday,23537
BvdrfgsX3HPj,2017-10-10 13:55:30,2017,10,10,Tuesday,23538
ZiBrJAwb8pO4,2018-08-19 22:38:41,2018,8,19,Sunday,23539
nnHeHW5ko3eo,2018-05-04 17:02:02,2018,5,4,Friday,23540
pxVCIUej1zot,2017-11-19 14:46:05,2017,11,19,Sunday,23541
llGOkyNRrsMA,2018-04-07 18:30:52,2018,4,7,Saturday,23542
N7eUJn5QY05x,2017-03-29 19:09:42,2017,3,29,Wednesday,23543
2qnG9kpjZdjO,2017-10-03 13:33:18,2017,10,3,Tuesday,23544
KIgRgfkWpDBv,2018-04-04 18:21:55,2018,4,4,Wednesday,23545
96fHe0sxSTJD,2018-07-13 20:36:21,2018,7,13,Friday,23546
nUiGqenFPSdv,2018-06-04 20:31:05,2018,6,4,Monday,23547
M4XM2Yn2X5gC,2017-08-16 22:06:10,2017,8,16,Wednesday,23548
pl1B7nSCxsgW,2017-11-12 23:36:14,2017,11,12,Sunday,23549
8PbeC6MBdYIr,2018-01-29 18:40:59,2018,1,29,Monday,23550
ueF1PlYCX2YL,2018-06-23 17:49:39,2018,6,23,Saturday,23551
9BncSvRcbrRJ,2017-08-29 12:26:32,2017,8,29,Tuesday,23552
twumHehxUIO7,2018-04-01 12:30:49,2018,4,1,Sunday,23553
ghVpmxdpZPoE,2018-03-02 15:27:23,2018,3,2,Friday,23554
dVCVo6y1KqQl,2018-02-27 15:15:17,2018,2,27,Tuesday,23555
9XA8Qnxppoi7,2017-07-24 09:26:03,2017,7,24,Monday,23556
FFk9ijntjenn,2017-08-08 20:26:31,2017,8,8,Tuesday,23557
wjukPUamvxry,2018-08-08 17:00:52,2018,8,8,Wednesday,23558
kNnJ0Gzq68tA,2018-02-05 16:57:34,2018,2,5,Monday,23559
g5miJDg5foDk,2017-12-27 10:43:45,2017,12,27,Wednesday,23560
qjLPrWsGROZM,2018-04-02 08:25:58,2018,4,2,Monday,23561
knMH47qr2cGd,2017-08-22 09:29:59,2017,8,22,Tuesday,23562
V3EEiFaoNBnB,2017-09-18 15:16:11,2017,9,18,Monday,23563
4VriHzSfQdKD,2018-01-04 14:46:22,2018,1,4,Thursday,23564
svv0obEqLWRT,2018-05-25 18:44:28,2018,5,25,Friday,23565
EWBxFePY2HLN,2017-08-24 02:38:05,2017,8,24,Thursday,23566
HskqVk0vFrK8,2018-07-30 14:11:43,2018,7,30,Monday,23567
SNIvOTA9Nx4w,2018-05-10 20:04:34,2018,5,10,Thursday,23568
nsh7H77Bge8Y,2018-05-15 22:50:56,2018,5,15,Tuesday,23569
6R8cJ4fgHwiz,2017-08-27 21:04:23,2017,8,27,Sunday,23570
vyh4lE2BlA6X,2017-05-08 18:53:05,2017,5,8,Monday,23571
XwmE4iUYd2o6,2017-05-09 14:41:10,2017,5,9,Tuesday,23572
2offkjwy31Gp,2018-02-22 19:13:33,2018,2,22,Thursday,23573
HnoTGHnAkswi,2017-11-24 23:37:20,2017,11,24,Friday,23574
DgPEuxszBPIE,2017-10-03 17:00:40,2017,10,3,Tuesday,23575
0HnF3C0COFHC,2018-08-01 20:23:30,2018,8,1,Wednesday,23576
5awkzlOkga7A,2018-08-05 08:12:05,2018,8,5,Sunday,23577
lJsjm6TwEIr0,2018-05-12 21:09:17,2018,5,12,Saturday,23578
rMuI9KSxwilH,2017-08-14 13:12:27,2017,8,14,Monday,23579
AtXfOuQ031mt,2018-06-19 09:28:14,2018,6,19,Tuesday,23580
G9QjVQyTkZ6Z,2017-08-23 14:34:52,2017,8,23,Wednesday,23581
KqNrLYUgaJsn,2018-01-22 11:43:57,2018,1,22,Monday,23582
NkGjZMF89y5a,2017-02-02 21:15:18,2017,2,2,Thursday,23583
1ZupnWFB21wL,2018-02-09 09:46:19,2018,2,9,Friday,23584
rFuR1EOt4WvZ,2017-01-05 14:18:03,2017,1,5,Thursday,23585
PvHK4yQWceQ2,2017-07-19 14:08:55,2017,7,19,Wednesday,23586
VFCNbXwVjLa5,2017-09-18 10:44:44,2017,9,18,Monday,23587
W1eXgDFI7eB5,2018-05-06 11:40:50,2018,5,6,Sunday,23588
CFvmULUymZAf,2018-07-23 21:58:32,2018,7,23,Monday,23589
8QiD1ip45HF0,2018-07-31 19:27:37,2018,7,31,Tuesday,23590
cLNpA8tH70VJ,2018-03-10 19:31:16,2018,3,10,Saturday,23591
EsuyrGdeTuma,2017-03-06 23:12:35,2017,3,6,Monday,23592
y1YIMqMUSHJd,2018-04-24 19:49:20,2018,4,24,Tuesday,23593
w0gn3W9t48Qf,2018-06-30 19:41:57,2018,6,30,Saturday,23594
DYzmJROtrfAw,2017-06-06 21:33:06,2017,6,6,Tuesday,23595
5ac0qYVQ8Au2,2018-03-26 23:13:08,2018,3,26,Monday,23596
BsZiDAuwXzOx,2018-01-02 08:00:03,2018,1,2,Tuesday,23597
JNIQTGflfk5K,2017-11-29 20:06:44,2017,11,29,Wednesday,23598
VwMZ2MUW3T13,2018-05-03 22:30:01,2018,5,3,Thursday,23599
9Ky2xtFuCobA,2018-01-02 18:30:12,2018,1,2,Tuesday,23600
1MtJt84psGfk,2018-03-07 22:32:36,2018,3,7,Wednesday,23601
lFvCEVmcj1kQ,2018-03-18 23:47:19,2018,3,18,Sunday,23602
dHqvuW75dgjL,2018-07-21 18:48:54,2018,7,21,Saturday,23603
nSHXnVPMlbRZ,2018-02-15 12:17:49,2018,2,15,Thursday,23604
xjySAp7jo7Lc,2017-10-19 20:22:06,2017,10,19,Thursday,23605
QFdWIBkw7dxW,2017-11-27 09:00:55,2017,11,27,Monday,23606
ZbRYzskHpiaW,2017-11-15 16:40:10,2017,11,15,Wednesday,23607
4NbnBqkylqAC,2018-01-23 14:06:03,2018,1,23,Tuesday,23608
cblQKaexoyxl,2017-11-24 08:50:57,2017,11,24,Friday,23609
8sU1IAH30tBI,2018-02-14 10:46:20,2018,2,14,Wednesday,23610
3PrOjVUDnSDY,2017-07-29 11:04:37,2017,7,29,Saturday,23611
Llee2wIqijRm,2017-07-09 12:13:41,2017,7,9,Sunday,23612
48aFkDZqvk2g,2018-01-31 10:52:23,2018,1,31,Wednesday,23613
LdOTwDjS94qf,2017-10-04 15:20:19,2017,10,4,Wednesday,23614
PLwZ7Mw7ENfK,2017-11-20 12:48:07,2017,11,20,Monday,23615
68c1VIKRVcak,2018-04-05 16:23:23,2018,4,5,Thursday,23616
RmbAqYJZYrwX,2017-06-19 19:23:43,2017,6,19,Monday,23617
luAv5iKXbaqh,2017-08-03 20:57:27,2017,8,3,Thursday,23618
QqTC0Fgn5kHH,2018-01-06 19:37:52,2018,1,6,Saturday,23619
6Es5jie7plzr,2018-08-08 17:42:30,2018,8,8,Wednesday,23620
AOJmdAfh1WIN,2018-01-23 18:17:19,2018,1,23,Tuesday,23621
36A3uwVhZEmI,2018-02-14 22:32:54,2018,2,14,Wednesday,23622
eHvNKgXwc7eQ,2017-12-14 19:40:20,2017,12,14,Thursday,23623
I33wXxY3PtLt,2017-10-02 09:04:58,2017,10,2,Monday,23624
zcEVkhrEiYZr,2017-07-18 12:25:05,2017,7,18,Tuesday,23625
zKSLQ0aWc16e,2018-05-19 01:44:08,2018,5,19,Saturday,23626
9sGygRJyQyde,2017-12-28 18:07:24,2017,12,28,Thursday,23627
E1MJ7lJ1MenY,2017-11-16 17:00:41,2017,11,16,Thursday,23628
772YzhtVBW2w,2018-05-21 13:16:36,2018,5,21,Monday,23629
OFXXTMJxbyZx,2018-06-01 09:49:41,2018,6,1,Friday,23630
FObCm2voy7NK,2017-12-15 19:13:52,2017,12,15,Friday,23631
aEDvUbv3fgBl,2018-06-09 18:32:37,2018,6,9,Saturday,23632
mNXTryjT1Okq,2018-06-10 19:09:32,2018,6,10,Sunday,23633
ZoHymydcbmrx,2017-08-07 17:20:26,2017,8,7,Monday,23634
aBxscNGW7anP,2017-12-17 18:17:33,2017,12,17,Sunday,23635
gFDROaTcufwm,2018-05-06 13:38:33,2018,5,6,Sunday,23636
1B04bVGiddCN,2018-06-11 12:24:48,2018,6,11,Monday,23637
ry9dZuw5h9X9,2018-06-11 23:20:12,2018,6,11,Monday,23638
HEq4usZzOKm1,2017-11-25 16:11:28,2017,11,25,Saturday,23639
zJLIFwHQRccq,2018-08-23 16:04:48,2018,8,23,Thursday,23640
2FYbyFJmcDSm,2018-08-07 07:23:36,2018,8,7,Tuesday,23641
RhAnd7tC4zCM,2018-02-05 12:16:57,2018,2,5,Monday,23642
MvxYXF4FE9Jw,2017-11-23 16:22:58,2017,11,23,Thursday,23643
fGNWSwKjfecA,2017-12-16 16:38:38,2017,12,16,Saturday,23644
wmvGeBikPbXP,2017-07-12 14:33:24,2017,7,12,Wednesday,23645
igQ0LxA0v2RD,2017-04-01 20:41:17,2017,4,1,Saturday,23646
X4C7pHuGIhP2,2017-10-08 21:20:24,2017,10,8,Sunday,23647
Gz8NEhJSB8S1,2018-02-12 10:12:55,2018,2,12,Monday,23648
OuCF28L6zFaU,2017-12-26 21:16:24,2017,12,26,Tuesday,23649
2opTGuwuPo1t,2018-03-02 23:52:13,2018,3,2,Friday,23650
o5vhYDjk9vBp,2018-05-16 10:40:30,2018,5,16,Wednesday,23651
4Gccfv5I0RlU,2017-08-25 09:31:56,2017,8,25,Friday,23652
HyMsJUmL0Vpc,2017-06-08 18:35:17,2017,6,8,Thursday,23653
0z9K2S92sjEz,2017-12-12 20:54:42,2017,12,12,Tuesday,23654
ubqFbvepj1VE,2018-04-24 20:25:34,2018,4,24,Tuesday,23655
L3pGllzry7SE,2018-07-04 13:31:42,2018,7,4,Wednesday,23656
X7wU83YdikYt,2017-08-14 10:27:59,2017,8,14,Monday,23657
fkPin39zkcMF,2018-04-22 14:36:43,2018,4,22,Sunday,23658
PoTuhIUQxQ2B,2017-10-04 15:09:06,2017,10,4,Wednesday,23659
beM9d2iDhRd7,2018-01-19 13:44:22,2018,1,19,Friday,23660
pes0DoBTUJhO,2018-01-22 19:46:58,2018,1,22,Monday,23661
9VRnR1hDnAUM,2017-11-28 10:27:09,2017,11,28,Tuesday,23662
zF2U1W1TmsC3,2017-09-11 11:27:51,2017,9,11,Monday,23663
ef5i4QSQxf00,2017-10-20 14:23:34,2017,10,20,Friday,23664
kLqQInGAugCW,2017-09-09 18:04:27,2017,9,9,Saturday,23665
1YjtZZjuPres,2017-10-10 13:35:26,2017,10,10,Tuesday,23666
hDA71GZGO2VN,2017-07-18 23:17:20,2017,7,18,Tuesday,23667
vbdPw8F2u5SY,2018-02-05 17:36:36,2018,2,5,Monday,23668
6RE0TE1mdGio,2017-02-27 19:54:25,2017,2,27,Monday,23669
1cqUYsVyKZ2O,2018-02-27 15:18:42,2018,2,27,Tuesday,23670
FmntmITLnhpd,2018-04-06 16:15:37,2018,4,6,Friday,23671
rRRilOQuRJiU,2018-03-30 13:29:51,2018,3,30,Friday,23672
ZwXcFY6Iswnb,2018-06-07 10:01:24,2018,6,7,Thursday,23673
9tSi65wHFtxY,2017-10-31 18:43:32,2017,10,31,Tuesday,23674
mLwqSTtHB8Mi,2017-08-18 15:30:23,2017,8,18,Friday,23675
OsJBQbbQwiuR,2018-01-21 22:02:55,2018,1,21,Sunday,23676
2xiK6wK9M51U,2018-08-11 16:35:17,2018,8,11,Saturday,23677
2LLkooDrO1xz,2018-08-07 14:12:05,2018,8,7,Tuesday,23678
7iyuvJpJIQpU,2017-09-09 15:54:13,2017,9,9,Saturday,23679
nAmV2DMtkuq9,2018-03-13 18:04:21,2018,3,13,Tuesday,23680
EHHFDtGDQAaL,2017-08-24 11:20:58,2017,8,24,Thursday,23681
rgHO5594LNDG,2017-11-20 20:49:02,2017,11,20,Monday,23682
YqylLJQW1dkm,2018-03-12 15:37:02,2018,3,12,Monday,23683
8SFov6OGhpeS,2018-08-08 20:04:21,2018,8,8,Wednesday,23684
MxhwAxITcQ6I,2017-08-22 12:49:29,2017,8,22,Tuesday,23685
rx8D7fIeDCq0,2018-02-27 21:52:11,2018,2,27,Tuesday,23686
avwAU0THROgp,2017-09-07 09:32:18,2017,9,7,Thursday,23687
RpMINfHGrpGP,2017-11-05 11:12:52,2017,11,5,Sunday,23688
sSSu6e5iXLjh,2017-12-17 16:53:44,2017,12,17,Sunday,23689
xlWOGtwpernS,2018-02-22 16:26:35,2018,2,22,Thursday,23690
9zOME0EtIw1s,2018-02-04 18:10:42,2018,2,4,Sunday,23691
ZkVbXiefpa37,2018-07-26 17:13:22,2018,7,26,Thursday,23692
jpKFsnAqNqqM,2018-03-27 14:43:48,2018,3,27,Tuesday,23693
bZKL1mOFtwbM,2017-10-23 00:05:04,2017,10,23,Monday,23694
Y28nAIZtkG4b,2017-08-25 00:47:34,2017,8,25,Friday,23695
1Qr16xYlPpNW,2017-07-18 17:04:02,2017,7,18,Tuesday,23696
FlIzSC4opJaN,2017-10-18 13:34:48,2017,10,18,Wednesday,23697
XHesTsckyKwi,2017-03-15 14:38:38,2017,3,15,Wednesday,23698
EBrQEdpnC9o7,2018-04-11 01:06:37,2018,4,11,Wednesday,23699
SAlnCocmYSr6,2018-02-05 20:51:59,2018,2,5,Monday,23700
CXIst1jbKKKV,2018-08-08 21:19:23,2018,8,8,Wednesday,23701
FbfzKWtzGkiV,2018-08-13 18:13:18,2018,8,13,Monday,23702
elMWaaxjTb0q,2017-03-16 19:03:56,2017,3,16,Thursday,23703
EDcyDJeeryDt,2017-05-31 10:46:45,2017,5,31,Wednesday,23704
rKPXXDp0Ghgh,2018-02-13 23:19:30,2018,2,13,Tuesday,23705
0405hk7X8zjW,2018-05-08 13:46:14,2018,5,8,Tuesday,23706
novl2jZ8zx21,2017-11-28 10:27:09,2017,11,28,Tuesday,23707
L2ReTU3t1n9y,2017-03-13 19:11:34,2017,3,13,Monday,23708
ZbkwCZrwKzwy,2018-02-09 15:43:37,2018,2,9,Friday,23709
TbgEkOfqeuM6,2017-02-27 16:01:28,2017,2,27,Monday,23710
GUxmOgqVsBew,2018-02-07 08:38:51,2018,2,7,Wednesday,23711
814ALJpUQD7m,2018-08-15 08:44:39,2018,8,15,Wednesday,23712
llu5zQz7kF7d,2017-04-26 20:23:32,2017,4,26,Wednesday,23713
SsT9seRIshiU,2017-11-02 15:43:31,2017,11,2,Thursday,23714
mEfAYp0MoP3J,2017-02-08 19:45:22,2017,2,8,Wednesday,23715
gDdI8Dxky813,2017-12-30 12:08:16,2017,12,30,Saturday,23716
dxbIr3awR8UU,2018-03-11 19:25:41,2018,3,11,Sunday,23717
X8L1xxu2oSHQ,2018-08-16 10:30:31,2018,8,16,Thursday,23718
iI5DkzBxTjWf,2018-02-04 23:55:29,2018,2,4,Sunday,23719
hy52Kz40jgTr,2018-04-12 22:26:12,2018,4,12,Thursday,23720
P0f4H30CpDz4,2018-01-05 10:04:00,2018,1,5,Friday,23721
EWaW8DiC76nH,2017-11-20 20:52:34,2017,11,20,Monday,23722
jwSWRw6zajSl,2018-01-05 11:53:02,2018,1,5,Friday,23723
FYG2UPcudzFh,2018-08-15 08:58:42,2018,8,15,Wednesday,23724
UZuJp87YnhHA,2017-11-13 21:16:48,2017,11,13,Monday,23725
IM8FZHKoQKur,2018-01-03 21:00:58,2018,1,3,Wednesday,23726
E5FwQQEuWthd,2018-02-15 20:03:40,2018,2,15,Thursday,23727
p8xq64COI2AV,2018-06-05 08:57:46,2018,6,5,Tuesday,23728
8L9gjw8CkqvS,2017-09-04 08:08:29,2017,9,4,Monday,23729
oXaiKF86pmQ0,2017-03-09 16:18:47,2017,3,9,Thursday,23730
RqpvepnoedtZ,2018-06-16 13:37:17,2018,6,16,Saturday,23731
Jre41v2RRXSF,2018-05-15 18:10:29,2018,5,15,Tuesday,23732
OdCYPunsmM7Z,2018-02-05 23:17:11,2018,2,5,Monday,23733
nBFwpD7udTDk,2017-07-27 23:29:11,2017,7,27,Thursday,23734
12izIF5o0MKl,2018-03-13 20:20:25,2018,3,13,Tuesday,23735
LtBxA5PP4cbf,2016-10-05 15:08:00,2016,10,5,Wednesday,23736
oI0xwpISn6dp,2017-05-29 13:38:48,2017,5,29,Monday,23737
J39aCKYvnwBJ,2017-09-27 00:01:47,2017,9,27,Wednesday,23738
DILseSx5d2Vv,2017-08-07 20:01:47,2017,8,7,Monday,23739
CPBwa0HbwhqD,2018-05-04 15:42:16,2018,5,4,Friday,23740
CVZvb78HdTk0,2018-08-16 18:15:46,2018,8,16,Thursday,23741
cl7XXRSeFe2m,2018-04-18 16:07:34,2018,4,18,Wednesday,23742
3rKx4CfFTqOn,2018-02-14 19:11:25,2018,2,14,Wednesday,23743
2yoKDQYVHh0S,2017-07-28 10:24:45,2017,7,28,Friday,23744
r1ylG0lOtChm,2018-02-22 22:49:27,2018,2,22,Thursday,23745
I04mkyuY2fQK,2017-06-16 16:29:49,2017,6,16,Friday,23746
kvbI5fTASKh9,2018-05-08 19:28:42,2018,5,8,Tuesday,23747
PzOHI7AFzBGy,2018-03-19 20:48:34,2018,3,19,Monday,23748
b1z8rt4l1OwX,2017-09-24 15:03:46,2017,9,24,Sunday,23749
LaX035TKBvG6,2017-01-27 12:10:46,2017,1,27,Friday,23750
s5wOiXfPKcDA,2018-03-05 08:38:26,2018,3,5,Monday,23751
Y4zQxHZqENMG,2018-02-17 15:19:16,2018,2,17,Saturday,23752
9CPWTChWYVbL,2018-01-25 11:11:03,2018,1,25,Thursday,23753
33YhtZEIsU4X,2017-03-21 09:21:54,2017,3,21,Tuesday,23754
ChwVBRAplTyW,2017-02-24 19:09:06,2017,2,24,Friday,23755
39sJm2nwvbkZ,2018-02-15 20:52:29,2018,2,15,Thursday,23756
1SjDTAjcroaa,2018-07-08 19:40:11,2018,7,8,Sunday,23757
IRw3y8manIgF,2018-03-26 15:54:38,2018,3,26,Monday,23758
g6Iua5d9KEik,2017-10-12 20:38:14,2017,10,12,Thursday,23759
mJc4zdNsb0jv,2017-09-29 23:50:02,2017,9,29,Friday,23760
l60woCRoP9Z0,2017-07-31 23:33:34,2017,7,31,Monday,23761
SDSzki6lWQUN,2018-05-16 09:56:56,2018,5,16,Wednesday,23762
3ZoaqJc74TTm,2017-11-24 21:36:12,2017,11,24,Friday,23763
WToU74FJr89R,2018-02-18 06:27:27,2018,2,18,Sunday,23764
