customer_id,customer_city,customer_state
s5SgUPswXq2O,sao jose do calcado,ES
DVGHT66SNwRV,mage,RJ
3yeo51sTtkxk,guarulhos,SP
56xPNo5k5nIH,sao paulo,SP
erPN2wCeSvcM,guaira,SP
OFRb3Aqjv1aw,mantena,MG
bhw9n7WRELrm,floresta,PE
OHjnveJZOO7U,sao paulo,SP
B9lU8EPwtSr4,jacare,SP
k4SlcSRf3CZG,assis,SP
9kKxhQ5IPhX7,camaqua,RS
yCzo5Bby2vI3,junqueiropolis,SP
S5cFca5pQcSf,brasilia,DF
62RokRr1aNGq,palmital,SP
ZF6JNovKNQbr,ferraz de vasconcelos,SP
bZmJ53LexWwQ,belo horizonte,MG
jvtDPDCNRopU,belem,PA
fPcqpiYDl71k,timoteo,MG
EJyifDLpHR6X,aratuba,CE
0UVbN3aJKUiS,cerquilho,SP
EZkBdWJoxsh9,sao paulo,SP
xUiddnWVVWZW,salvador,BA
TQFpAbIwfZPk,pompeu,MG
U6fDKKMKIZNG,sao paulo,SP
ja2nHCsUh5r4,sao paulo,SP
waDLaPWiXSGU,boituva,SP
8SjQzzwnDVKj,sao pedro da aldeia,RJ
GtmJHckXeH1h,porto alegre,RS
oHYNSZ7Zsz5E,guarulhos,SP
Ta7PQMIeU182,manaus,AM
eTiowcALC80B,mairipora,SP
LgOfKTXVyKfq,salvador,BA
KEEwnGjFDJC4,rio de janeiro,RJ
QlcPHOQ1wqNW,ijui,RS
zAHdLIM8XE6d,tres rios,RJ
nWkQ70E8Tvol,sao paulo,SP
Ij8VV9zTiCyM,sao paulo,SP
08WvMJlipByz,santos,SP
E4B32CobZzhw,vitoria,ES
E4bk4oxsoYO5,guarulhos,SP
fbSIj8vfkREN,rio bonito,RJ
TdWPcga68ZN7,rio de janeiro,RJ
ZwXhZrkVJ0xR,sao paulo,SP
cjdfUC7Yj83a,osasco,SP
RkbUTgElp5R6,santana de parnaiba,SP
UGAb07Jtf7Wb,mesquita,RJ
UZbHLbTEPRO5,tremembe,SP
TLwlcgL5Pkns,tucano,BA
QJcBL9qcaYN9,rio de janeiro,RJ
2x54hZf51SHX,maua,SP
YuzEClTlWyXw,brasilia,DF
CJ3DX6Uo1imO,sao paulo,SP
dauRRb8y4LVZ,iguape,SP
eKg4aWSALa8R,santo antonio de jesus,BA
aOI6vyGQfxQn,jaguariuna,SP
99LCNWcnZtMj,limeira,SP
miLXahEiU6r5,visconde do rio branco,MG
ZTkut51OeJMs,viradouro,SP
AfqHo4E6UJ0d,sao paulo,SP
nfOnrx9yUBPC,rio de janeiro,RJ
F9BkzpsRZDze,sao paulo,SP
o2eos3OS19Ug,itapevi,SP
HfzEDOuKoVgi,franco da rocha,SP
8agXm0M57b98,brasilia,DF
kgj3hWeOc9FU,sao paulo,SP
RFm6VJuq96D9,rio de janeiro,RJ
5FoAl87iG5C1,sao bernardo do campo,SP
EZrgHJqIqSOE,londrina,PR
gyfMrli0uFMv,sao paulo,SP
91NtSoXPKsKf,cacapava,SP
i7u7OdmOHzyJ,conceicao do araguaia,PA
3X3AWbtRLoLL,sao paulo,SP
ujCh37p5JfnQ,guaruja,SP
rt9G4DiSeBq0,recife,PE
ZQOXFVFeRLQO,sao paulo,SP
jfMNhWlaVio2,natal,RN
CcWiSHunxBc0,sao paulo,SP
HUuQvFEh5QTQ,palmas,TO
deZoPequXFDS,recife,PE
MdbjEM2HL38s,sao bernardo do campo,SP
4WAaxuQ9nJpt,sao paulo,SP
5cyOEattawhr,montes claros,MG
ZtCNYWBv2f4d,presidente epitacio,SP
2SkTPegHSnq5,andira,PR
tz0JVQC4kiMv,ouro preto,MG
oFyNRr0dPlOD,presidente prudente,SP
sUc7VpZfugu1,guaira,PR
C2ppDyXNhUTR,sao bernardo do campo,SP
6M3RMR8SjViE,campinas,SP
RxSA3pD0aCrb,cordeiro,RJ
FoOhWttvbpo8,lages,SC
4Wq0x1z7L6sV,sao paulo,SP
q6DU2yM8Q23V,sapiranga,RS
iiTYoSo1xdEE,ouro branco,MG
KSmsmePVj2jr,sao jose dos campos,SP
3x5OC2Htw8p4,mogi-guacu,SP
EjaN8frI8K0w,sao paulo,SP
fFku1jyPccix,cajapio,MA
vNvLUDr3otYB,rio de janeiro,RJ
gdumbDHlkDyf,niteroi,RJ
ZYwZTVKDI3it,sao jose dos campos,SP
aGavvDYhtODI,salvador,BA
zNaC5U0MalqD,cunha,SP
iCaUFavCKUKz,rio de janeiro,RJ
ho5V0t8H5X1l,sao paulo,SP
acy7ak9kyMKf,sao paulo,SP
TU0MAicPo1L8,sao paulo,SP
QLgdG2cTaSdd,niteroi,RJ
4zMegIJWDJuW,santa rita do sapucai,MG
mGWchu85CznQ,salvador,BA
MAURrc8nIvGY,praia grande,SP
GdnoDigoqcqx,fortaleza,CE
iyd0XLH6SlN3,ijui,RS
qdzMvHudBmvG,sao paulo,SP
wwq8waFKh656,rio de janeiro,RJ
8tbCKDhm4FTw,sorocaba,SP
Qs7r984GutgU,francisco morato,SP
1Ku1OLTWyqxe,sao luis,MA
sBjhVuMZZd2z,sao paulo,SP
MPAiQOfy38VY,belo horizonte,MG
VONjh5oFsS0D,sao paulo,SP
QMyMhwavI92w,sao bernardo do campo,SP
BhKhbsqY30Xa,itapema,SC
enWbozbWHz8q,olinda,PE
BUZB7XE0OaJU,sao paulo,SP
8DKjaP1xNrL3,aracaju,SE
Fc6GbQK7VVEx,icem,SP
bA8cFh8HgXj4,santo andre,SP
kWnntJATk6dc,ribeirao preto,SP
ehp9MKT2dIHq,osorio,RS
KvFFMQ61fjeL,taboao da serra,SP
bT70m2za2Aa9,bauru,SP
KiLmu4gxnQaq,praia grande,SP
mmhfTD32xYRX,sao jose dos campos,SP
lAvbehCRBCUb,benedito novo,SC
TxECgThJPCd3,santos,SP
7MRWqAARM9V1,brasilia,DF
iqIJJBpeTwmO,rio de janeiro,RJ
9oX2wBw90wSB,ponta grossa,PR
9YB2EQMaGWZM,japeri,RJ
vLc3PU7KhxF4,sao paulo,SP
iPPe7khAeYZc,sao paulo,SP
pjplErvh6jG9,sao jose do rio pardo,SP
RvOpyj8tXm2v,rio de janeiro,RJ
h7UaJ8LpZ7V2,rio de janeiro,RJ
Z9sKNiV4ejjX,sao paulo,SP
qWvFMYvsRLcI,guarulhos,SP
c5RsWERbAjYJ,maringa,PR
IkLrfbAXNR0A,aracatuba,SP
ktCrPdlsh1Iu,arraial do cabo,RJ
olTsAglM25Kq,patos de minas,MG
zEPnsxw9XnNW,pocoes,BA
7UvbVu7AlVQG,lorena,SP
q6U1ZkjCs5zs,nova iguacu,RJ
wqupBQCe0v9I,sao paulo,SP
yQ9TNcAfRFff,niteroi,RJ
mOTwZrv1HOpj,jundiai,SP
0WNQQij9MWe5,sao paulo,SP
ji2NuOBD5Bf5,borrazopolis,PR
90mNb0CuwD6E,sao paulo,SP
Z39Bs5QqugrQ,sao paulo,SP
G3Lmy0uUG3K4,urbano santos,MA
MeXK25ZXcbHi,praia grande,SP
nFhVE66w1sLH,santiago,RS
buxCWC0kUXKi,ouro preto,MG
MAsf6D7CGkw2,brumadinho,MG
rnQl6AmY5Us3,aracaju,SE
3ezDzWx2GbpY,sao paulo,SP
pTydANrfAMdp,sao paulo,SP
TejFZk4JrXwY,sousa,PB
dXJflpSMbko8,recife,PE
eJrSMDEZUNnu,fazenda rio grande,PR
pJqQ7TgE6sJ3,sume,PB
2Iq6QFfNL1Ke,porto alegre,RS
yqsN2DjqkkqT,sao paulo,SP
ow1kJzWAjrxl,volta redonda,RJ
LtD1bi7Ewa4h,chapada gaucha,MG
k6R8tNbRlGmI,brasilia,DF
ZgP8YUbyKMz5,blumenau,SC
L3Zu1xdF6tXq,sao jose dos campos,SP
1Cyg6Vnyatb1,jumirim,SP
KUro5KMn29HM,uberaba,MG
A2rbKwNS6gDn,florianopolis,SC
rrPRE7YxZeZx,guarulhos,SP
Bjipi1RDmR73,toledo,PR
vpriYQAs4sq0,itu,SP
CTjshuLuBUls,sao paulo,SP
lfHCQz8nr9YL,sao paulo,SP
Yk3Eo8Zcvvpv,mantena,MG
CYuTLlzWGwZI,santo andre,SP
AXWggQehc7E6,juquia,SP
hoXV3xBdJnE6,manaus,AM
fu62zlnhqhAE,campo grande,MS
zSerrYgpVuyN,sao paulo,SP
22u9hW2cMSBl,miradouro,MG
il50PeDDxjzb,ribeirao preto,SP
KRgkNUu0tO3A,itabuna,BA
gNjXK3aF4mcB,taboao da serra,SP
X8sjyh34BJJ8,uberlandia,MG
ZlON6GajWDjl,rio de janeiro,RJ
ndKcwMgOdrbU,itapema,SC
MQyZpigtks2B,chapeco,SC
at6QmQdG2Pk3,brasilia,DF
YRPYK0ky5rsV,carapicuiba,SP
LpYYiRTTBnh1,marilia,SP
0cmCv3WX5pwI,rio de janeiro,RJ
2ZpFM88ScinM,jaboticabal,SP
hsxTMg0jZO7W,cascavel,PR
uNSq72uWz7mx,florianopolis,SC
urzd3pK4l4Y8,poa,SP
lNSOYr59Sixf,sao paulo,SP
O50AdFVUwaBF,coronel fabriciano,MG
V9uYMFVClqfJ,guarulhos,SP
7GzXtelsHegD,sao paulo,SP
8yhTwbPwmIyW,rio de janeiro,RJ
gaBlfjB5XOXd,montes claros,MG
7JoJnWwW6y5f,pouso alegre,MG
NVbDuBnpLnyf,salvador,BA
b7OiZ5perb9H,monte azul,MG
zxtKUqvcCOOD,belo horizonte,MG
gvq2tBTIpykR,papucaia,RJ
hBzZ8Oc4b0C6,brasilia,DF
lcLJDNZTq3uY,curitiba,PR
Ho16k12Fq6mC,vitoria,ES
uaz2vXSYsqNC,porto alegre,RS
a5KD83g2ST30,campinas,SP
KmDujTKOJMoQ,jequie,BA
rBDtc96sshHM,curitiba,PR
JoQbOK3altED,rio de janeiro,RJ
FM1TWqtG262n,sao joaquim,SC
q0pcbHHn4C1p,belo horizonte,MG
LEHNAAZq9oOK,sao paulo,SP
bvCCPd694iew,paulinia,SP
NirGQ87d8cRE,guarulhos,SP
3htD8aItlLQ7,ibatiba,ES
VcBdn5G3RcXT,sao paulo,SP
qynsEQOmEgzJ,jaboticabal,SP
56RCSIuOLVy4,campo grande,MS
ZCHCsnozGNTB,sao paulo,SP
PFidz9ZtQPSj,esteio,RS
jvSCnJe1s5m9,sinop,MT
yaanExyPdlt8,ubatuba,SP
ZvdCBcDq6dCI,barra mansa,RJ
y6CVTc94r7Jz,uberlandia,MG
zNpXwkSW73os,niteroi,RJ
DnkyNTMrTjDM,sao jose,SC
zNdAbIxXPM9O,pelotas,RS
28I2e6fsRxW2,sao paulo,SP
oHZENw8FDt2N,uberlandia,MG
f5vi0VRFpoDB,campinas,SP
xkmJIYWqyzg2,sao paulo,SP
Zr4zatoVMdJN,rio de janeiro,RJ
ZTyNwG42pZtp,niteroi,RJ
d98eAR8lmVkl,belem,PA
fzerPn4AxHZd,belo horizonte,MG
m4GqC4eYUNtM,santa barbara d'oeste,SP
pGZwLvctrvC1,niteroi,RJ
tes54lLKVR0Z,juiz de fora,MG
wfUHkr8JFeyQ,campinas,SP
jMsWrKz0OCIi,tupaciguara,MG
ifXzsC9NIqmB,vicosa,MG
C6jVWKHDqzWk,sao paulo,SP
mIabunA1tS2j,niteroi,RJ
jYebHTNuAzu9,rio de janeiro,RJ
MQn2aD5opT10,sao paulo,SP
u5qhQzi5U2BG,guarulhos,SP
ECZIPvWoCDTR,belo horizonte,MG
ylLJVcKbP2ta,teutonia,RS
muCZpkR33CJI,casimiro de abreu,RJ
Kpv7ixgq3V6V,sao paulo,SP
o96TuhhN9BY8,fortaleza,CE
8vQ9nFmT7rRg,perola d'oeste,PR
XecnOHzRbmi6,curitiba,PR
I1iWjjTpzgqe,belo horizonte,MG
Uu1VFaAqBUBI,rio de janeiro,RJ
YK3kihy2nsSw,rio de janeiro,RJ
cqpKAGU6XHbK,sao paulo,SP
Oug2uSNDnzG5,aracruz,ES
wqUNRkWdRs3f,sao paulo,SP
2URNXj798bss,deputado irapuan pinheiro,CE
DjcJvAzK8uwc,sao paulo,SP
8LXs4B1Jxxrt,goiania,GO
Bq0JLYb8y0ff,aracatuba,SP
GaJKro8GJrdI,belo horizonte,MG
hvbpVF749MXp,cerquilho,SP
37E8TkvhItSo,sao paulo,SP
dxrRJTmdTBF3,arroio do sal,RS
ryLtm2HUcUoe,osasco,SP
fYCSS10w5tde,duque de caxias,RJ
5AgCQARkDQxv,rio de janeiro,RJ
ll7oRvmvjCmY,nova iguacu,RJ
rLUho56LW0Jc,belo horizonte,MG
5kwWfWmpCU7r,formosa,GO
fcrSnayy39WC,sorocaba,SP
RFVjS8Y5MbPs,rio de janeiro,RJ
pmAZROoyLYor,almenara,MG
F7YLE9pRYMUm,paranavai,PR
5Jpn6PEjej8J,brasilia,DF
78Pomm0s66UJ,rio de janeiro,RJ
qORW271uZn87,cotia,SP
95skzUES76gR,sao paulo,SP
KTyo1JoBOpFf,aruja,SP
dwmi5EQcnhrb,rio de janeiro,RJ
ZrRjTbhAvyW9,carmo do rio claro,MG
0k6GSP05dquZ,sao paulo,SP
kI4LhwCijlxp,sao paulo,SP
9TcI3ayVzydz,maua,SP
RvVxxnGJepYp,contagem,MG
vNfHsJAbrSGD,itarare,SP
uJ0hMW49u1jA,caieiras,SP
edslQFvRee1x,para de minas,MG
yCCu1BsKJaCH,sao paulo,SP
7nDyJkHeem8h,fortaleza,CE
gp0J5288uSDj,palmas,TO
EAevKQxs0w8k,santana de parnaiba,SP
Ppx4VBd0G6vS,taubate,SP
IX5NlSXw6Vv4,registro,SP
dbL75xRF02Jz,ipatinga,MG
fWOTEwQ454Ym,sao paulo,SP
wTp1rZn0tqBS,balneario camboriu,SC
NfIogJmJi51w,sao paulo,SP
EwSHBkU3Ro0f,santo andre,SP
Hf6nrrENTNX7,sao jose do rio pardo,SP
J8sCf21V56IX,sao carlos,SP
7EvfwOkkjCf3,volta redonda,RJ
e6gbuBQVMbJn,sao paulo,SP
hYtykWWFR86F,rio de janeiro,RJ
HytalES7KTmy,niteroi,RJ
hUKic82ku0Ku,queimados,RJ
zTsyKYiyv0rM,castanhal,PA
1a1HPfkCgkN6,sao paulo,SP
j6OYPgrH3GMj,nilopolis,RJ
RJ0xkp36uyKX,fatima do sul,MS
7bb871wfC5D5,bom jesus dos perdoes,SP
s9KIwYksdOF7,guarulhos,SP
AM0x9eUKS5IM,sao paulo,SP
Bt2NUeSBZTXr,itatiba,SP
cyhECjLXOddD,sao paulo,SP
vLocn7UFAcKa,dias d'avila,BA
5pA8vG7gXW2p,piranguinho,MG
xBnny8Ygb0FQ,belo horizonte,MG
6X17lT6HU8Ng,gaucha do norte,MT
HjVQMbdJ6ZJP,rio de janeiro,RJ
JiMhw6KTP5xQ,petropolis,RJ
EUjWpqicqDkp,rio de janeiro,RJ
LELsxYCjmYfm,canoas,RS
kHEmpJttdTNK,sao gotardo,MG
sNDdl9yZo5GJ,cotia,SP
uKpH6FdyhtF2,sao paulo,SP
VBNaqcJla6Yu,sao jose dos campos,SP
ngrD5GRVvBXN,sobradinho,RS
j8pBwunHiy9T,petropolis,RJ
Smo8pa8iD4EL,itapeva,SP
XSqI2KseuU28,sao paulo,SP
ck3kDpk9ACyM,goianira,GO
T3FiT2z6yDdI,salvador,BA
IpJ842jgggFO,barra do bugres,MT
higgL6aPaLBG,salvador,BA
EMyT8nRbUD2w,patrocinio,MG
ANSbByAooolm,promissao,SP
IJ9P0F4PpBBu,carlos barbosa,RS
QJBjFh5TKSsE,guaruja,SP
ooW6Q0rdonk0,paranaiba,MS
CXUBigc7JVdn,suzano,SP
3VFnMXkDihPR,piracicaba,SP
KngfMTNtd9ru,claudio,MG
zdvuAfoYi0Ra,nova iguacu,RJ
qarjCS6oiaIA,sao jose,SC
RpWOBmtSzxyJ,brasilia,DF
Sxb6wvAWfsBo,rio de janeiro,RJ
MJNazaXAGxWg,itapira,SP
LXuRD5YeQwKg,camboriu,SC
p0vLOzRbRtsZ,mogi mirim,SP
3mSpIO4hV2hK,sao paulo,SP
4cnwQrvywela,fortaleza,CE
iqippGjzPI3O,salvador,BA
XU9bd2bRNd3Y,sao paulo,SP
ViVZIbPQaR09,sao paulo,SP
pfqZ3ePTU5Im,guarulhos,SP
Vo95Z9SVvjE3,novo hamburgo,RS
FK3mcnjUJ4Wx,sao paulo,SP
PhHM0OGPb0yQ,campinas,SP
zyqcAhO1KdCr,campinas,SP
olyIESCfQPRp,porto alegre,RS
ZlAx5j3OD458,piracicaba,SP
kzoEB3S4tZmZ,marataizes,ES
If5lTNKWtl52,brodowski,SP
ho6O3L9gJvLu,rio de janeiro,RJ
uBAtfYL3niJd,porto alegre,RS
CUOtoERpQ5X9,rio de janeiro,RJ
8XUuT41YdrUs,serra,ES
2QlSXfm6udVb,belo horizonte,MG
T4aXE6dasZbN,salvador,BA
huHewmGzfXO3,campinas,SP
pJs7ghsCBnd1,ribeirao das neves,MG
oj7yRFxiFvXj,curitiba,PR
FbT5lCKtdKKK,porto uniao,SC
7aKOGL4J4Xap,contagem,MG
arnFfXGCELwU,joinville,SC
SZhPkibASvbt,itaquaquecetuba,SP
c97TIpK4PuFG,sao paulo,SP
jBaJizrSPIHm,guaiba,RS
v3UjTzMmpi3A,sao paulo,SP
L2N5e0JXbiOp,palmas,TO
WV770B1btVsI,rio de janeiro,RJ
WQTcU7f4LGwp,araujos,MG
zMYqfbZt0I6t,nova lima,MG
Wh0rPJ8r8Ao4,santo antonio de padua,RJ
2jFVJwTEW7BI,duartina,SP
GKMPpYYEKSd2,aracati,CE
dTJM7UIdPcLa,sete lagoas,MG
fdCO0dsFlwNh,juiz de fora,MG
nBkj1tuHs5SN,quixada,CE
oYRMypgMJdDA,grajau,MA
p8rAZ1Dbg6Kj,rio de janeiro,RJ
YzxYUJEjmrPq,jundiai,SP
w5M6b4rYCw1Y,sao paulo,SP
sWbNPD9I4Enp,timbo,SC
RxIebOBvj0ya,sao paulo,SP
Vui1LBHrHc8g,sao bernardo do campo,SP
0OmtUcb4gW1R,maracai,SP
ADXLSLY8g8qJ,ituiutaba,MG
vjaeCxL32gt4,campinas,SP
vZefDV7ys0LM,brasilia,DF
SBSlGDY6SCXz,balneario camboriu,SC
5k1nJAfcNM8Q,araraquara,SP
GJ5hYgEOoTr9,recife,PE
UsxJmjOn3wuO,belo horizonte,MG
Fm7WKmz1FZu2,sao paulo,SP
BNhAkYqMOl5Z,itu,SP
zZ1sdVBBki3i,maringa,PR
Q3gnwDyPulkZ,brasilia,DF
DTR2T8RZjGVR,alfenas,MG
B7fVVOoedAbo,ipatinga,MG
i2YFqwjrEjuQ,rio de janeiro,RJ
gbw2J5p07p1X,niteroi,RJ
SSAZdLQGFCkA,campinas,SP
VSrKYqZTtZ5k,catanduva,SP
KU8GABloIeKn,balneario camboriu,SC
skt2xGfsueyU,sao paulo,SP
dkXlnaqFHZxX,camaragibe,PE
zH7dkxVtTM5e,barbacena,MG
eR2jZIkBh7B7,sao bernardo do campo,SP
dnIAQalBUc8c,brasilia,DF
F33WwQGXqX4b,curitiba,PR
t6y6Krdd4nrH,rio de janeiro,RJ
r8oGfVWPMsD6,sao paulo,SP
7EwbuGc729ep,recife,PE
qFf9bxFS3E84,sao paulo,SP
1rear1eQrkFT,pinhais,PR
wkK4GlszeC2Z,franca,SP
DUeO7xOnepKZ,mogi das cruzes,SP
7aBlq4mznXCf,rio de janeiro,RJ
1q24iOz9fxPY,presidente prudente,SP
98hN2W3QgUDA,sao paulo,SP
Zz1BYP0DEVBw,uruana de minas,MG
9QwJo4NIKAbD,jaboticabal,SP
w1zZTZPho9n7,campinas,SP
pzoXJ7yeoSds,itaquaquecetuba,SP
Va6r9DGOHvJo,santo andre,SP
HCOSt3cwg5Mz,maringa,PR
BGrLFb0y7Q5B,rio de janeiro,RJ
aOv9JQONbWUK,rio de janeiro,RJ
HtMLmEcPoKrz,pacaja,PA
CAdrPmxbWUKZ,goiania,GO
svgW0dZaN6ne,ribeirao preto,SP
Vr4gw0cOxAcf,nova friburgo,RJ
asCkRpLlh1cc,sao paulo,SP
WgSRrevaW36Z,jundiai,SP
zUXd7ruZmkDM,morrinhos,GO
3npnAGymnNFz,salvador,BA
81vFGj9Q1vrf,tubarao,SC
B9MmDWsoGiAo,belo horizonte,MG
imxTtEXT2qTw,bauru,SP
Xbb3uhCpzXq4,sao bernardo do campo,SP
OWG9G6WyKcfC,italva,RJ
eNOdfdPkAzVt,sao paulo,SP
GfHDhGJOlHme,sao paulo,SP
V58G0Gy36NXy,hortolandia,SP
D9HWxijDGcSC,contagem,MG
bvJ94bHTAy6h,cuiaba,MT
JiKKikro7iPu,alegrete,RS
KJPradLr5Vlo,sao jose dos campos,SP
ORFvtKBmgH5s,uba,MG
98AHLesJGB1t,sao vicente,SP
pCVjMePGTiQd,campinas,SP
GqiI9Hm8I65H,sete lagoas,MG
TTIpsrZljEbX,lorena,SP
Cf4l7jCXKkqy,ribeirao preto,SP
doGvDLi4pkxA,porto alegre,RS
JF5ZlLMHbqrD,braco do norte,SC
oLdXZGnyAd9i,araruama,RJ
QYjRqJUr5xVq,sao vicente,SP
CVNmKFMHQvE5,piedade,SP
214zVBAxXmY2,mage,RJ
hdSslxMV7f2H,osasco,SP
sQl0Znp51mBG,sao paulo,SP
HYa7OEbA8Txy,sao bernardo do campo,SP
O9Yf61BRBPsb,blumenau,SC
y2X5mZqppH7l,ribeirao pires,SP
LaSRowbE15mL,aruja,SP
bW5REQcLyB83,sao miguel,RN
NIWT50XK7pxq,rio de janeiro,RJ
KuLEIK4ESKsr,sao paulo,SP
CZOzSqmhkpsl,belem,PA
Kxpp4Jc0JVc0,brasilia,DF
tVYKKUYqd7wC,curitiba,PR
n67wfaCk9rUc,tramandai,RS
PnwxAlJlLhaz,sao paulo,SP
wEL8IpMSZmVa,mage,RJ
dcGZ05KCUXcm,itaborai,RJ
XCxY1bjie2M8,rio de janeiro,RJ
t7Oi0hYR5Pyi,caldas novas,GO
oiSCA1cAvfp6,sao paulo,SP
MMCXj8ItgQu0,guarulhos,SP
V8opQXO4Gkxn,brasilia,DF
ql0adwuedfdN,santos,SP
0k9RoERQXwaw,sao paulo,SP
Xxe5TrVjSeEc,sao paulo,SP
NYHA4jjduR79,araguaina,TO
5wWFZxjrCOId,rio de janeiro,RJ
cpH5JwKwOSAb,betim,MG
QiFuprYsKSSf,barbacena,MG
ssBtJQtI8XZt,pouso alegre,MG
xKwJ4tQTCFmI,linhares,ES
RvN4gYtL06Rm,santo antonio de jesus,BA
M44MfLomseou,santo andre,SP
qKkPO3U4o7He,sao paulo,SP
5rYjZXd5HSzW,joinville,SC
E1BPQCQy1IhZ,itabira,MG
Uvw3HTtaVK7T,rio de janeiro,RJ
TNFDsFAUxEWs,rio de janeiro,RJ
h3ChLjBcfmfF,salvador,BA
SBKUs3fyLny6,praia grande,SP
wV1NKzp0I5Sr,campo grande,MS
JboMnn9ZmEWZ,sao paulo,SP
wT7r0ODKDcKS,sao paulo,SP
ArcuCHjoAT0b,sao paulo,SP
5orXRatXrjx4,guarulhos,SP
dOLPGAm7QKRy,jales,SP
yNhHcrs29sYM,sao jose do rio preto,SP
48FgCIhgnA9D,praia grande,SP
3e742QHKhQz8,osasco,SP
g3bvyZ4aGmyt,sao paulo,SP
gKLho3uNs5se,maringa,PR
7Wh0RxhRsoUd,recife,PE
U1njviVAJiBp,uberlandia,MG
q7hDRZCxTZJn,sao paulo,SP
aqjdueEkap6L,sertaozinho,SP
JU3EgUNUvrvX,itatiba,SP
sGqgn5mHzcwy,sao paulo,SP
YvmIiyw6Vqsw,sao paulo,SP
wGWi3IR2iOZY,sao paulo,SP
syqdjT6S06i9,aracatuba,SP
B7qTtQoOJr3I,juazeiro do norte,CE
vOGUlnBLR63k,rio de janeiro,RJ
IA4b4A2psqnv,vargem grande do sul,SP
Q7tD99gdYZf8,osasco,SP
7jlNy4KiknW9,itaborai,RJ
4N2ubVKBGYaV,franca,SP
PYMchTC66czy,santana,AP
OK0rsl2XoUq8,canto do buriti,PI
RL7a9l8d4tit,ourinhos,SP
vh4mxd1gMGoT,sao paulo,SP
gEhuYSCzdrvW,pederneiras,SP
4cC77aYFWzo4,sao paulo,SP
WcyPVFPQGQoG,mogi das cruzes,SP
50pAcn7b3bTi,cunha,SP
S12Uu1OcE7PG,conselheiro lafaiete,MG
rk9Z7hcPYyhQ,sao paulo,SP
drGrBfamfgZm,sao paulo,SP
kmyx7Vd5fMov,bandeira do sul,MG
dnjJJnKT3uxI,viamao,RS
xf0y502XBH7x,sao paulo,SP
mf61nNvpDnd8,sao bernardo do campo,SP
WYPa2tqkYOg1,sao paulo,SP
zCDlPePh8hVw,diadema,SP
ZTizpM5P8uYt,brasilia,DF
UG35KNuWPd9e,jacarei,SP
MJxPD3agdZPE,santos,SP
nHhAxQuAgMYw,brasilia,DF
Zz0q6Ugsgwnz,sao paulo,SP
XgcO5LNxzz4f,curvelo,MG
jDBHbzX6mR6w,encruzilhada do sul,RS
0tgYlOTGgpO6,russas,CE
lTPSHcUaLkmy,sao paulo,SP
dCq4cUCuaOoX,sao paulo,SP
sjFKHh3MLgJC,sao paulo,SP
Nh4DrFMFYiQh,jales,SP
uKnXHxIcNjAE,santo andre,SP
PsnHWU6rROdO,nova iguacu,RJ
2Tb9gmQaXYLi,sao paulo,SP
I8i43vHuKGmc,guararema,SP
zenxpuHwAe2d,assis chateaubriand,PR
wMRbkZjbLiza,sao paulo,SP
nmqsqarBTF2J,brasilia,DF
OVu5uzUFkzzE,uberlandia,MG
1dtZXCVydrc9,sao paulo,SP
8zd7FzjSoHCU,brasilia,DF
gzdi121dTUa4,boa esperanca,MG
O2JDyuJNMPMP,campos de julio,MT
os134tn3lipW,bicas,MG
WtaoH7FxBh11,sao luis,MA
poekmyTJdxJs,sao vicente,SP
6gcpA9mMFXbU,sao paulo,SP
nstpOF32vkIC,sao paulo,SP
t1VEgbPoZBpe,aguas de lindoia,SP
DVvYL81OAAfh,vargem grande,MA
BfQf79y7ziw3,itanhaem,SP
uhpICZ27jbjz,alagoinhas,BA
jfPAjzI5IElv,betim,MG
96mHIJ6MAvts,rio de janeiro,RJ
ifTBG4m1BkDS,sao paulo,SP
9QdY7IN3rz98,hortolandia,SP
LPNGyHBbVmaD,varginha,MG
4aTNlGNyekJT,sao paulo,SP
yU1mpCUOahvp,blumenau,SC
an7wKsJfSKgf,niteroi,RJ
mvL2Fsun4CId,itajuba,MG
vDCbzaZBo0ud,sao paulo,SP
m69j5mWqTiBu,sao paulo,SP
yXHIcCtunNUe,bauru,SP
b8y4U1svKMsM,embu-guacu,SP
nBqqrH9mn1jv,brasilia,DF
nkHK0fGtFyU8,jundiai,SP
6mrq6osy4Ivn,herval d'oeste,SC
yxEYaaYJnN8u,sao paulo,SP
5fvTHHPd2Q14,uaua,BA
ODCPaQYyATRS,brasilia,DF
QB9ITO1TnfIG,londrina,PR
WfXcLS9NibD5,niteroi,RJ
3HbxRvFgeahI,belo horizonte,MG
yQLXequ9dzrr,nova iguacu,RJ
DQwA3U9OKhrm,carazinho,RS
E2mK3UMoRdBn,sao paulo,SP
er1Ll2zKDvLV,aruja,SP
Zxeda3HTqrNj,curitiba,PR
xAO4IQ7Woc8o,sao paulo,SP
9hoJONBaHjT5,betim,MG
ukyl5DGUT45X,fervedouro,MG
LDJxu8glngzm,brasilia,DF
xbPoLwlZcNKA,jau,SP
J6cp7CuFGQ6c,sao paulo,SP
9Gwt7moLuHvz,curitiba,PR
vQ871UUfFwgZ,sao paulo,SP
7TyBdRFfmckc,sao paulo,SP
3y61nza4tvMm,pereiras,SP
m93iHk9b60uW,teresina,PI
4Ywbh8iXEGEU,pirai do sul,PR
hdKJaDsN7H3k,uberlandia,MG
